	ace	asu	bma	bpa	bxy	cbg	cbn	cel	crem	csp1	dvi	gpa	hba	hco	loa	mha	nam	ovo	pmu	ppac	pred	psam_ds	psam_vv	rcul	sb347	ste	tmu	tox	tsp	wba
T20C4.1b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T20C4.1c	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T20C4.1d	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T22H6.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T22H6.4	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.11	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.12	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.6	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.7	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.8	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23D5.9	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23F1.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T23F1.4	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T24A6.6a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T24A6.6b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T26H2.6a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T27C4.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T28A11.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T28A11.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T28A11.12	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
T28A11.9	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
VC27A7L.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W03D2.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W06D12.4	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W06H8.7	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W08G11.5	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W09D6.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
W09D6.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y102A5C.28	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y116A8C.40a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y116A8C.40b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y17G9A.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y17G9A.5	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y17G9A.6	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y17G9A.7a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y17G9A.7b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y19D10A.13	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y19D10A.1a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y19D10A.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y32B12B.5	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y37H2C.4	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y39H10B.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y40B10B.2a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y40B10B.2b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y40H7A.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y40H7A.9	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12A.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.12a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.12b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.14	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.15	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y45G12C.6	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y46H3D.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y46H3D.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y49C4A.6	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y49C4A.7	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y68A4A.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y6E2A.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y6E2A.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73C8A.1b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73C8C.11	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73C8C.5	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73C8C.6a	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73C8C.6b	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y73F8A.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.11	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.17	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.18	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.2	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.3	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.4	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.5	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.6	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.7	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
Y9C9A.9	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZC513.11	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZC513.9	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZK262.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZK285.1	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZK697.10	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
ZK829.8	20	0	0	0	7	233	250	289	346	23	0	0	4	3	0	0	3	0	0	162	0	0	0	0	0	3	0	1	0	0
AC3.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
AC3.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
B0310.5	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C03A7.11	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C03A7.12	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C03A7.13	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C08B6.1a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C08B6.1b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C08F11.8	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C10H11.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C10H11.4	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C10H11.5	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C10H11.6a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C10H11.6b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C13D9.9	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C17G1.3a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C17G1.3b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C18C4.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C23G10.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C32C4.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C33A12.6a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C33A12.6b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C35A5.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C44H9.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C49A9.8	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
C55H1.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F01D4.1a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F01D4.1b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F01D4.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F09G2.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.11	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.2a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.2b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.5	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F10D2.8b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F29F11.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F31F4.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F35H8.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F39G3.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F47C10.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
F56B3.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
H10D18.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
H23N18.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
H23N18.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
H23N18.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
H23N18.4	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
K04A8.10	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
K08B4.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
K08B4.4	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
M88.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
R04B5.9	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
R11A8.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T01G5.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T03D3.1	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T07C5.1b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T07C5.1c	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T07C5.1d	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T07C5.1e	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T19H12.10	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T19H12.11	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T19H12.1a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T19H12.1b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T19H12.9	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
T25B9.7	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
Y37E11AR.5a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
Y37E11AR.5b	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
Y39G10AR.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
Y43D4A.2	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
Y49C4A.8a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
ZC443.5	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
ZC443.6	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
ZC455.3	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
ZC455.6a	116	24	1	2	43	62	82	75	68	36	12	26	13	38	6	27	34	1	36	120	0	0	0	0	0	0	0	0	0	0
B0024.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
B0024.2	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
B0222.6	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
B0222.7	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
B0222.8	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C01H6.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C09G5.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C09G5.5	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C12D8.8	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C15A11.5	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C15A11.6	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C29E4.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C34D4.15a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C34D4.15b	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C34H4.4a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C34H4.4b	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C35B8.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
C50B6.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F08G5.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F15A2.1a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F15A2.1b	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F17C8.2	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F22D6.10	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F26F12.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F27C1.8	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F32G8.5	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F33D11.3	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F54C9.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F54D1.2	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F54D1.3	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F57B7.3	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
F58F6.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
K03H9.2	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
K08C9.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
K09H9.3	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
M18.1a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
M18.1b	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
R09A8.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
T10B10.1	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
T11B7.3a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
T11B7.3b	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
T15B7.4	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
W05G11.3	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
W09G10.1a	113	51	18	19	36	43	53	48	44	52	31	21	23	83	18	22	51	17	29	63	0	0	0	0	0	0	0	0	0	0
