Gene name,Conserved among nematodes,Conserved only in Caenorhabditis,Unique to C. elegans,"SET-25-dependent endo-siRNAs targets (Lev et al., 2017)","SET-32-dependent endo-siRNAs targets (Kalinava et al., 2018)"
WBGene00003572,1,NaN,NaN,NaN,NaN
WBGene00043302,NaN,1,NaN,NaN,NaN
WBGene00001242,1,NaN,NaN,NaN,NaN
WBGene00003548,1,NaN,NaN,NaN,NaN
WBGene00018402,1,NaN,NaN,NaN,NaN
WBGene00043998,NaN,1,NaN,NaN,NaN
WBGene00219443,NaN,NaN,1,NaN,NaN
WBGene00011804,NaN,NaN,1,NaN,NaN
WBGene00020977,1,NaN,NaN,NaN,NaN
WBGene00022564,NaN,NaN,1,NaN,NaN
WBGene00194705,NaN,NaN,1,NaN,NaN
WBGene00005110,NaN,1,NaN,NaN,NaN
WBGene00016394,NaN,1,NaN,NaN,NaN
WBGene00000530,1,NaN,NaN,NaN,NaN
WBGene00012670,NaN,1,NaN,NaN,NaN
WBGene00017178,1,NaN,NaN,NaN,NaN
WBGene00021053,NaN,1,NaN,NaN,NaN
WBGene00022104,1,NaN,NaN,NaN,NaN
WBGene00001814,1,NaN,NaN,NaN,NaN
WBGene00006616,1,NaN,NaN,NaN,NaN
WBGene00009157,1,NaN,NaN,NaN,NaN
WBGene00019331,1,NaN,NaN,NaN,NaN
WBGene00018772,NaN,1,NaN,NaN,NaN
WBGene00007984,1,NaN,NaN,NaN,NaN
WBGene00010700,1,NaN,NaN,NaN,NaN
WBGene00014669,1,NaN,NaN,NaN,NaN
WBGene00008018,1,NaN,NaN,NaN,NaN
WBGene00010315,1,NaN,NaN,NaN,NaN
WBGene00017320,1,NaN,NaN,NaN,NaN
WBGene00020142,1,NaN,NaN,NaN,NaN
WBGene00022177,1,NaN,NaN,NaN,NaN
WBGene00045362,NaN,NaN,1,NaN,NaN
WBGene00006668,1,NaN,NaN,NaN,NaN
WBGene00015038,1,NaN,NaN,NaN,NaN
WBGene00185118,NaN,NaN,1,NaN,1
WBGene00013453,NaN,1,NaN,NaN,NaN
WBGene00018407,1,NaN,NaN,NaN,NaN
WBGene00000482,1,NaN,NaN,NaN,NaN
WBGene00009647,1,NaN,NaN,NaN,NaN
WBGene00021101,NaN,NaN,1,NaN,NaN
WBGene00017583,NaN,1,NaN,NaN,NaN
WBGene00003613,1,NaN,NaN,NaN,NaN
WBGene00007794,NaN,1,NaN,NaN,NaN
WBGene00010483,NaN,NaN,1,NaN,NaN
WBGene00219315,NaN,NaN,1,NaN,NaN
WBGene00002189,1,NaN,NaN,NaN,1
WBGene00007593,1,NaN,NaN,NaN,NaN
WBGene00017737,1,NaN,NaN,NaN,NaN
WBGene00004369,1,NaN,NaN,NaN,NaN
WBGene00013963,1,NaN,NaN,NaN,NaN
WBGene00003911,1,NaN,NaN,NaN,NaN
WBGene00007615,NaN,1,NaN,NaN,NaN
WBGene00008858,NaN,1,NaN,NaN,NaN
WBGene00017631,NaN,NaN,1,NaN,NaN
WBGene00012009,1,NaN,NaN,NaN,NaN
WBGene00022853,1,NaN,NaN,NaN,1
WBGene00015894,1,NaN,NaN,NaN,NaN
WBGene00010759,1,NaN,NaN,NaN,NaN
WBGene00019994,1,NaN,NaN,NaN,NaN
WBGene00004893,1,NaN,NaN,NaN,NaN
WBGene00016453,NaN,1,NaN,NaN,NaN
WBGene00020543,NaN,1,NaN,NaN,NaN
WBGene00022247,1,NaN,NaN,NaN,NaN
WBGene00001403,1,NaN,NaN,NaN,NaN
WBGene00002062,1,NaN,NaN,NaN,NaN
WBGene00008997,1,NaN,NaN,NaN,NaN
WBGene00016550,1,NaN,NaN,NaN,1
WBGene00019672,NaN,1,NaN,NaN,NaN
WBGene00019703,NaN,1,NaN,NaN,NaN
WBGene00020497,NaN,1,NaN,NaN,NaN
WBGene00013754,NaN,1,NaN,NaN,NaN
WBGene00020540,NaN,1,NaN,NaN,NaN
WBGene00020363,NaN,1,NaN,NaN,1
WBGene00004227,1,NaN,NaN,NaN,NaN
WBGene00011371,1,NaN,NaN,NaN,NaN
WBGene00017038,1,NaN,NaN,NaN,NaN
WBGene00022698,NaN,1,NaN,NaN,NaN
WBGene00004443,1,NaN,NaN,NaN,NaN
WBGene00003968,1,NaN,NaN,NaN,NaN
WBGene00008582,1,NaN,NaN,NaN,NaN
WBGene00009081,1,NaN,NaN,NaN,NaN
WBGene00014051,1,NaN,NaN,NaN,NaN
WBGene00019597,NaN,1,NaN,NaN,NaN
WBGene00020565,NaN,NaN,1,NaN,NaN
WBGene00022617,1,NaN,NaN,NaN,NaN
WBGene00012826,1,NaN,NaN,NaN,NaN
WBGene00005018,1,NaN,NaN,NaN,NaN
WBGene00012624,NaN,1,NaN,NaN,NaN
WBGene00013249,NaN,1,NaN,NaN,NaN
WBGene00019480,1,NaN,NaN,NaN,NaN
WBGene00020274,NaN,1,NaN,NaN,NaN
WBGene00021479,1,NaN,NaN,NaN,NaN
WBGene00021510,1,NaN,NaN,NaN,NaN
WBGene00235095,NaN,NaN,1,NaN,NaN
WBGene00011680,1,NaN,NaN,NaN,NaN
WBGene00011990,NaN,1,NaN,NaN,NaN
WBGene00021260,1,NaN,NaN,NaN,NaN
WBGene00000478,1,NaN,NaN,NaN,NaN
WBGene00018060,1,NaN,NaN,NaN,NaN
WBGene00007244,NaN,1,NaN,NaN,NaN
WBGene00009726,1,NaN,NaN,NaN,NaN
WBGene00009917,1,NaN,NaN,NaN,NaN
WBGene00003086,1,NaN,NaN,NaN,NaN
WBGene00010838,1,NaN,NaN,NaN,NaN
WBGene00016553,NaN,NaN,1,NaN,NaN
WBGene00019041,NaN,1,NaN,NaN,NaN
WBGene00022144,1,NaN,NaN,NaN,NaN
WBGene00022549,NaN,1,NaN,NaN,NaN
WBGene00020728,NaN,1,NaN,NaN,NaN
WBGene00235158,NaN,NaN,1,NaN,NaN
WBGene00000477,1,NaN,NaN,NaN,NaN
WBGene00001760,1,NaN,NaN,NaN,NaN
WBGene00009658,1,NaN,NaN,NaN,NaN
WBGene00009797,NaN,1,NaN,NaN,NaN
WBGene00013602,1,NaN,NaN,NaN,1
WBGene00013611,NaN,NaN,1,NaN,NaN
WBGene00015385,NaN,NaN,1,NaN,NaN
WBGene00012671,1,NaN,NaN,NaN,NaN
WBGene00015483,1,NaN,NaN,NaN,NaN
WBGene00004809,NaN,NaN,NaN,NaN,NaN
WBGene00016397,NaN,1,NaN,NaN,NaN
WBGene00001414,1,NaN,NaN,NaN,NaN
WBGene00008354,1,NaN,NaN,NaN,NaN
WBGene00000731,1,NaN,NaN,NaN,NaN
WBGene00004048,1,NaN,NaN,NaN,NaN
WBGene00008099,1,NaN,NaN,NaN,NaN
WBGene00010212,NaN,NaN,1,NaN,NaN
WBGene00018140,NaN,1,NaN,NaN,NaN
WBGene00003967,1,NaN,NaN,NaN,NaN
WBGene00013401,NaN,NaN,1,NaN,NaN
WBGene00003750,1,NaN,NaN,NaN,NaN
WBGene00000784,1,NaN,NaN,NaN,NaN
WBGene00008381,NaN,1,NaN,NaN,NaN
WBGene00010585,NaN,1,NaN,NaN,1
WBGene00012855,1,NaN,NaN,NaN,1
WBGene00014121,NaN,1,NaN,NaN,NaN
WBGene00019665,NaN,1,NaN,NaN,NaN
WBGene00021152,1,NaN,NaN,NaN,NaN
WBGene00021159,1,NaN,NaN,NaN,NaN
WBGene00021957,NaN,1,NaN,NaN,NaN
WBGene00022836,1,NaN,NaN,NaN,NaN
WBGene00009224,NaN,1,NaN,NaN,NaN
WBGene00011014,1,NaN,NaN,NaN,NaN
WBGene00004922,1,NaN,NaN,NaN,NaN
WBGene00016620,1,NaN,NaN,NaN,NaN
WBGene00044586,NaN,1,NaN,NaN,NaN
WBGene00020675,1,NaN,NaN,NaN,NaN
WBGene00000959,1,NaN,NaN,NaN,NaN
WBGene00015306,NaN,1,NaN,NaN,1
WBGene00022236,NaN,NaN,NaN,NaN,NaN
WBGene00022840,1,NaN,NaN,NaN,NaN
WBGene00001651,1,NaN,NaN,NaN,NaN
WBGene00001824,1,NaN,NaN,NaN,NaN
WBGene00010031,NaN,1,NaN,NaN,NaN
WBGene00015662,NaN,1,NaN,NaN,NaN
WBGene00017780,1,NaN,NaN,NaN,NaN
WBGene00012117,1,NaN,NaN,NaN,NaN
WBGene00015116,NaN,1,NaN,NaN,NaN
WBGene00021918,1,NaN,NaN,NaN,NaN
WBGene00013978,1,NaN,NaN,NaN,NaN
WBGene00017948,NaN,1,NaN,NaN,NaN
WBGene00009202,NaN,1,NaN,NaN,NaN
WBGene00017612,NaN,NaN,1,NaN,NaN
WBGene00044898,NaN,1,NaN,NaN,NaN
WBGene00018537,NaN,NaN,1,NaN,NaN
WBGene00009461,1,NaN,NaN,NaN,NaN
WBGene00015507,NaN,1,NaN,NaN,NaN
WBGene00008263,1,NaN,NaN,NaN,NaN
WBGene00013077,1,NaN,NaN,NaN,NaN
WBGene00022466,NaN,1,NaN,NaN,NaN
WBGene00016822,NaN,NaN,1,NaN,NaN
WBGene00006508,1,NaN,NaN,NaN,NaN
WBGene00019638,NaN,NaN,1,NaN,NaN
WBGene00006009,NaN,1,NaN,NaN,NaN
WBGene00009171,NaN,1,NaN,NaN,NaN
WBGene00009839,NaN,1,NaN,NaN,NaN
WBGene00010593,1,NaN,NaN,NaN,NaN
WBGene00013279,NaN,1,NaN,NaN,NaN
WBGene00020678,1,NaN,NaN,NaN,NaN
WBGene00020964,1,NaN,NaN,NaN,NaN
WBGene00022057,1,NaN,NaN,NaN,NaN
WBGene00022219,NaN,NaN,NaN,NaN,NaN
WBGene00022541,NaN,NaN,1,NaN,NaN
WBGene00009863,NaN,NaN,1,NaN,NaN
WBGene00019035,NaN,1,NaN,NaN,NaN
WBGene00011422,1,NaN,NaN,NaN,NaN
WBGene00017401,NaN,1,NaN,NaN,NaN
WBGene00020758,1,NaN,NaN,NaN,NaN
WBGene00006654,1,NaN,NaN,NaN,NaN
WBGene00018252,NaN,NaN,1,NaN,NaN
WBGene00010119,NaN,1,NaN,NaN,NaN
WBGene00011302,1,NaN,NaN,NaN,NaN
WBGene00021716,NaN,1,NaN,NaN,NaN
WBGene00000257,1,NaN,NaN,NaN,NaN
WBGene00008438,1,NaN,NaN,NaN,NaN
WBGene00012381,NaN,1,NaN,NaN,NaN
WBGene00015263,1,NaN,NaN,NaN,NaN
WBGene00011273,1,NaN,NaN,NaN,NaN
WBGene00008306,NaN,1,NaN,NaN,NaN
WBGene00008230,1,NaN,NaN,NaN,NaN
WBGene00023504,1,NaN,NaN,NaN,NaN
WBGene00016800,NaN,1,NaN,NaN,NaN
WBGene00001510,1,NaN,NaN,NaN,NaN
WBGene00006077,1,NaN,NaN,NaN,NaN
WBGene00009689,NaN,1,NaN,NaN,NaN
WBGene00011974,NaN,1,NaN,NaN,NaN
WBGene00013969,1,NaN,NaN,NaN,NaN
WBGene00015321,NaN,1,NaN,NaN,NaN
WBGene00020199,1,NaN,NaN,NaN,NaN
WBGene00022729,NaN,1,NaN,NaN,NaN
WBGene00000980,1,NaN,NaN,NaN,NaN
WBGene00011386,NaN,NaN,1,NaN,NaN
WBGene00013257,NaN,1,NaN,NaN,NaN
WBGene00018966,1,NaN,NaN,NaN,NaN
WBGene00001565,1,NaN,NaN,NaN,NaN
WBGene00004810,1,NaN,NaN,NaN,NaN
WBGene00007299,NaN,1,NaN,NaN,NaN
WBGene00008812,NaN,1,NaN,NaN,NaN
WBGene00011624,NaN,1,NaN,NaN,NaN
WBGene00012717,NaN,1,NaN,NaN,NaN
WBGene00015311,NaN,1,NaN,NaN,NaN
WBGene00016061,1,NaN,NaN,NaN,NaN
WBGene00016520,NaN,1,NaN,NaN,NaN
WBGene00016763,NaN,1,NaN,NaN,NaN
WBGene00018580,NaN,1,NaN,NaN,NaN
WBGene00019142,NaN,1,NaN,NaN,NaN
WBGene00019921,NaN,NaN,1,NaN,NaN
WBGene00023427,NaN,1,NaN,NaN,1
WBGene00009093,1,NaN,NaN,NaN,NaN
WBGene00018222,1,NaN,NaN,NaN,NaN
WBGene00019143,1,NaN,NaN,NaN,NaN
WBGene00019305,1,NaN,NaN,NaN,NaN
WBGene00003822,1,NaN,NaN,NaN,NaN
WBGene00022039,NaN,1,NaN,NaN,NaN
WBGene00001723,1,NaN,NaN,NaN,NaN
WBGene00006611,1,NaN,NaN,NaN,NaN
WBGene00008612,NaN,1,NaN,NaN,NaN
WBGene00008763,1,NaN,NaN,NaN,NaN
WBGene00010508,NaN,1,NaN,NaN,NaN
WBGene00016695,NaN,1,NaN,NaN,NaN
WBGene00019100,1,NaN,NaN,NaN,NaN
WBGene00019456,NaN,1,NaN,NaN,NaN
WBGene00021541,NaN,1,NaN,NaN,NaN
WBGene00044071,1,NaN,NaN,NaN,NaN
WBGene00009743,1,NaN,NaN,NaN,NaN
WBGene00017980,1,NaN,NaN,NaN,NaN
WBGene00019294,1,NaN,NaN,NaN,NaN
WBGene00022555,1,NaN,NaN,NaN,NaN
WBGene00009628,1,NaN,NaN,NaN,NaN
WBGene00013348,NaN,1,NaN,NaN,NaN
WBGene00008237,1,NaN,NaN,NaN,1
WBGene00000636,1,NaN,NaN,NaN,NaN
WBGene00011353,1,NaN,NaN,NaN,NaN
WBGene00017751,1,NaN,NaN,NaN,NaN
WBGene00009766,NaN,NaN,NaN,NaN,NaN
WBGene00013902,1,NaN,NaN,NaN,NaN
WBGene00022139,1,NaN,NaN,NaN,NaN
WBGene00219399,NaN,1,NaN,NaN,NaN
WBGene00000633,1,NaN,NaN,NaN,NaN
WBGene00001645,1,NaN,NaN,NaN,NaN
WBGene00015320,NaN,NaN,1,NaN,NaN
WBGene00016842,1,NaN,NaN,NaN,NaN
WBGene00019095,NaN,1,NaN,NaN,NaN
WBGene00077773,NaN,1,NaN,NaN,NaN
WBGene00005129,NaN,1,NaN,NaN,NaN
WBGene00009102,NaN,1,NaN,NaN,NaN
WBGene00009899,1,NaN,NaN,NaN,NaN
WBGene00022123,1,NaN,NaN,NaN,NaN
WBGene00000095,1,NaN,NaN,NaN,NaN
WBGene00017868,1,NaN,NaN,NaN,NaN
WBGene00003692,1,NaN,NaN,NaN,NaN
WBGene00004786,1,NaN,NaN,NaN,NaN
WBGene00044361,NaN,1,NaN,NaN,NaN
WBGene00010690,NaN,1,NaN,NaN,NaN
WBGene00013037,1,NaN,NaN,NaN,NaN
WBGene00194701,NaN,1,NaN,NaN,NaN
WBGene00000057,1,NaN,NaN,NaN,NaN
WBGene00018044,1,NaN,NaN,NaN,NaN
WBGene00000735,1,NaN,NaN,NaN,NaN
WBGene00000792,1,NaN,NaN,NaN,NaN
WBGene00003607,1,NaN,NaN,NaN,NaN
WBGene00008590,NaN,NaN,1,NaN,NaN
WBGene00008779,1,NaN,NaN,NaN,NaN
WBGene00009063,NaN,1,NaN,NaN,NaN
WBGene00011694,1,NaN,NaN,NaN,NaN
WBGene00011962,1,NaN,NaN,NaN,NaN
WBGene00013759,NaN,1,NaN,NaN,NaN
WBGene00017133,NaN,1,NaN,NaN,NaN
WBGene00020464,NaN,1,NaN,NaN,NaN
WBGene00021245,1,NaN,NaN,NaN,NaN
WBGene00011945,NaN,1,NaN,NaN,NaN
WBGene00077762,NaN,1,NaN,NaN,1
WBGene00017782,NaN,1,NaN,NaN,NaN
WBGene00010623,NaN,1,NaN,NaN,NaN
WBGene00018248,NaN,1,NaN,NaN,NaN
WBGene00000841,1,NaN,NaN,NaN,NaN
WBGene00006351,1,NaN,NaN,NaN,1
WBGene00022592,1,NaN,NaN,NaN,1
WBGene00022593,1,NaN,NaN,NaN,NaN
WBGene00219493,NaN,NaN,1,NaN,NaN
WBGene00013484,NaN,1,NaN,NaN,NaN
WBGene00017640,1,NaN,NaN,NaN,NaN
WBGene00022094,NaN,1,NaN,NaN,NaN
WBGene00009548,1,NaN,NaN,NaN,NaN
WBGene00010996,1,NaN,NaN,NaN,NaN
WBGene00013284,1,NaN,NaN,NaN,NaN
WBGene00014141,1,NaN,NaN,NaN,NaN
WBGene00016703,NaN,1,NaN,NaN,NaN
WBGene00016780,NaN,NaN,1,NaN,NaN
WBGene00018065,NaN,1,NaN,NaN,NaN
WBGene00003111,1,NaN,NaN,NaN,NaN
WBGene00001118,1,NaN,NaN,NaN,NaN
WBGene00012979,1,NaN,NaN,NaN,NaN
WBGene00022289,1,NaN,NaN,NaN,NaN
WBGene00008543,1,NaN,NaN,NaN,NaN
WBGene00011633,NaN,1,NaN,NaN,NaN
WBGene00020207,1,NaN,NaN,NaN,NaN
WBGene00009644,NaN,1,NaN,NaN,NaN
WBGene00012763,1,NaN,NaN,NaN,1
WBGene00013424,NaN,1,NaN,NaN,NaN
WBGene00012983,1,NaN,NaN,NaN,NaN
WBGene00015153,NaN,1,NaN,NaN,NaN
WBGene00020516,1,NaN,NaN,NaN,NaN
WBGene00010859,NaN,1,NaN,NaN,NaN
WBGene00001117,1,NaN,NaN,NaN,NaN
WBGene00018316,NaN,1,NaN,NaN,NaN
WBGene00018667,1,NaN,NaN,NaN,NaN
WBGene00022880,1,NaN,NaN,NaN,NaN
WBGene00006656,1,NaN,NaN,NaN,NaN
WBGene00014864,1,NaN,NaN,NaN,NaN
WBGene00020660,NaN,NaN,1,NaN,NaN
WBGene00006614,1,NaN,NaN,NaN,NaN
WBGene00008178,NaN,1,NaN,NaN,NaN
WBGene00010984,1,NaN,NaN,NaN,NaN
WBGene00004191,1,NaN,NaN,NaN,NaN
WBGene00001749,1,NaN,NaN,NaN,NaN
WBGene00020919,NaN,1,NaN,NaN,NaN
WBGene00015740,NaN,1,NaN,NaN,NaN
WBGene00008157,NaN,NaN,1,NaN,NaN
WBGene00018813,NaN,NaN,NaN,NaN,NaN
WBGene00011202,NaN,1,NaN,NaN,NaN
WBGene00006505,1,NaN,NaN,NaN,NaN
WBGene00012247,NaN,NaN,1,NaN,NaN
WBGene00013518,1,NaN,NaN,NaN,NaN
WBGene00013906,1,NaN,NaN,NaN,NaN
WBGene00018070,NaN,1,NaN,NaN,NaN
WBGene00045484,NaN,1,NaN,NaN,NaN
WBGene00013111,1,NaN,NaN,NaN,NaN
WBGene00017432,1,NaN,NaN,NaN,NaN
WBGene00013957,NaN,1,NaN,NaN,NaN
WBGene00008527,NaN,1,NaN,NaN,1
WBGene00006579,1,NaN,NaN,NaN,NaN
WBGene00007956,1,NaN,NaN,NaN,NaN
WBGene00012560,1,NaN,NaN,NaN,NaN
WBGene00044070,1,NaN,NaN,NaN,NaN
WBGene00000912,1,NaN,NaN,NaN,NaN
WBGene00003604,NaN,1,NaN,NaN,NaN
WBGene00008787,1,NaN,NaN,NaN,NaN
WBGene00018471,NaN,1,NaN,NaN,NaN
WBGene00007388,1,NaN,NaN,NaN,NaN
WBGene00010867,1,NaN,NaN,NaN,NaN
WBGene00014037,1,NaN,NaN,NaN,NaN
WBGene00019556,NaN,1,NaN,NaN,NaN
WBGene00021915,NaN,1,NaN,NaN,NaN
WBGene00013764,1,NaN,NaN,NaN,NaN
WBGene00004265,1,NaN,NaN,NaN,NaN
WBGene00009021,NaN,1,NaN,NaN,1
WBGene00020267,1,NaN,NaN,NaN,NaN
WBGene00045060,NaN,1,NaN,NaN,NaN
WBGene00020456,NaN,1,NaN,NaN,1
WBGene00000367,1,NaN,NaN,NaN,NaN
WBGene00000497,1,NaN,NaN,NaN,NaN
WBGene00001179,1,NaN,NaN,NaN,NaN
WBGene00001636,1,NaN,NaN,NaN,NaN
WBGene00001712,1,NaN,NaN,NaN,NaN
WBGene00002146,1,NaN,NaN,NaN,NaN
WBGene00004256,1,NaN,NaN,NaN,NaN
WBGene00006556,NaN,1,NaN,NaN,NaN
WBGene00006618,NaN,1,NaN,NaN,NaN
WBGene00006765,1,NaN,NaN,NaN,NaN
WBGene00008199,NaN,1,NaN,NaN,NaN
WBGene00008747,NaN,NaN,1,NaN,NaN
WBGene00009365,1,NaN,NaN,NaN,NaN
WBGene00009450,1,NaN,NaN,NaN,NaN
WBGene00010247,NaN,1,NaN,NaN,NaN
WBGene00010989,1,NaN,NaN,NaN,NaN
WBGene00011441,1,NaN,NaN,NaN,NaN
WBGene00012684,1,NaN,NaN,NaN,NaN
WBGene00014220,1,NaN,NaN,NaN,NaN
WBGene00015600,NaN,1,NaN,NaN,NaN
WBGene00015947,1,NaN,NaN,NaN,NaN
WBGene00016259,NaN,1,NaN,NaN,NaN
WBGene00017429,1,NaN,NaN,NaN,NaN
WBGene00017565,1,NaN,NaN,NaN,NaN
WBGene00019639,NaN,NaN,1,NaN,NaN
WBGene00019997,NaN,1,NaN,NaN,NaN
WBGene00020478,NaN,1,NaN,NaN,NaN
WBGene00020838,1,NaN,NaN,NaN,NaN
WBGene00020972,1,NaN,NaN,NaN,NaN
WBGene00044509,NaN,1,NaN,NaN,NaN
WBGene00002023,1,NaN,NaN,NaN,NaN
WBGene00003612,1,NaN,NaN,NaN,NaN
WBGene00022385,NaN,1,NaN,NaN,NaN
WBGene00044425,NaN,1,NaN,NaN,NaN
WBGene00044460,1,NaN,NaN,NaN,NaN
WBGene00004182,1,NaN,NaN,NaN,NaN
WBGene00013404,NaN,1,NaN,NaN,NaN
WBGene00007862,1,NaN,NaN,NaN,NaN
WBGene00016379,NaN,1,NaN,NaN,NaN
WBGene00016617,NaN,1,NaN,NaN,NaN
WBGene00020572,1,NaN,NaN,NaN,NaN
WBGene00012586,1,NaN,NaN,NaN,NaN
WBGene00000474,1,NaN,NaN,NaN,NaN
WBGene00001178,1,NaN,NaN,NaN,NaN
WBGene00004178,1,NaN,NaN,NaN,NaN
WBGene00009660,NaN,1,NaN,NaN,NaN
WBGene00010772,1,NaN,NaN,NaN,NaN
WBGene00011864,1,NaN,NaN,NaN,NaN
WBGene00013634,NaN,NaN,1,NaN,NaN
WBGene00009292,1,NaN,NaN,NaN,NaN
WBGene00000967,1,NaN,NaN,NaN,NaN
WBGene00001761,1,NaN,NaN,NaN,NaN
WBGene00002218,1,NaN,NaN,NaN,NaN
WBGene00007756,1,NaN,NaN,NaN,NaN
WBGene00008932,1,NaN,NaN,NaN,NaN
WBGene00009779,1,NaN,NaN,NaN,NaN
WBGene00021875,NaN,1,NaN,NaN,NaN
WBGene00019303,NaN,NaN,1,NaN,1
WBGene00019197,NaN,1,NaN,NaN,NaN
WBGene00003006,1,NaN,NaN,NaN,NaN
WBGene00004739,1,NaN,NaN,NaN,NaN
WBGene00010888,1,NaN,NaN,NaN,NaN
WBGene00018539,NaN,1,NaN,NaN,NaN
WBGene00019201,NaN,NaN,1,NaN,NaN
WBGene00019991,NaN,NaN,1,NaN,NaN
WBGene00020301,1,NaN,NaN,NaN,NaN
WBGene00022311,NaN,1,NaN,NaN,1
WBGene00009469,NaN,1,NaN,NaN,NaN
WBGene00010607,NaN,NaN,1,NaN,NaN
WBGene00011010,NaN,1,NaN,NaN,NaN
WBGene00019391,NaN,1,NaN,NaN,NaN
WBGene00021357,1,NaN,NaN,NaN,NaN
WBGene00044651,NaN,1,NaN,NaN,NaN
WBGene00194643,NaN,1,NaN,NaN,NaN
WBGene00015854,NaN,1,NaN,NaN,NaN
WBGene00012926,NaN,1,NaN,NaN,NaN
WBGene00013017,1,NaN,NaN,NaN,NaN
WBGene00001196,1,NaN,NaN,NaN,NaN
WBGene00001478,1,NaN,NaN,NaN,NaN
WBGene00007059,1,NaN,NaN,NaN,NaN
WBGene00010558,1,NaN,NaN,NaN,NaN
WBGene00012290,NaN,1,NaN,NaN,NaN
WBGene00016329,1,NaN,NaN,NaN,NaN
WBGene00017263,NaN,1,NaN,NaN,NaN
WBGene00018399,1,NaN,NaN,NaN,NaN
WBGene00019735,NaN,1,NaN,NaN,NaN
WBGene00020753,1,NaN,NaN,NaN,NaN
WBGene00020941,1,NaN,NaN,NaN,NaN
WBGene00021546,1,NaN,NaN,NaN,NaN
WBGene00010383,1,NaN,NaN,NaN,NaN
WBGene00016988,1,NaN,NaN,NaN,NaN
WBGene00020559,1,NaN,NaN,NaN,NaN
WBGene00012585,1,NaN,NaN,NaN,NaN
WBGene00015704,1,NaN,NaN,NaN,NaN
WBGene00016745,NaN,1,NaN,NaN,NaN
WBGene00020900,1,NaN,NaN,NaN,NaN
WBGene00022560,NaN,1,NaN,NaN,NaN
WBGene00044034,NaN,1,NaN,NaN,NaN
WBGene00219205,NaN,NaN,1,NaN,NaN
WBGene00022155,1,NaN,NaN,NaN,NaN
WBGene00044020,NaN,1,NaN,NaN,NaN
WBGene00010327,1,NaN,NaN,NaN,NaN
WBGene00020688,1,NaN,NaN,NaN,NaN
WBGene00002135,1,NaN,NaN,NaN,NaN
WBGene00004995,1,NaN,NaN,NaN,NaN
WBGene00010858,1,NaN,NaN,NaN,NaN
WBGene00020486,1,NaN,NaN,NaN,NaN
WBGene00021768,1,NaN,NaN,NaN,NaN
WBGene00000003,1,NaN,NaN,NaN,NaN
WBGene00000004,1,NaN,NaN,NaN,NaN
WBGene00000005,1,NaN,NaN,NaN,NaN
WBGene00000006,1,NaN,NaN,NaN,NaN
WBGene00000007,1,NaN,NaN,NaN,NaN
WBGene00000010,1,NaN,NaN,NaN,NaN
WBGene00000018,1,NaN,NaN,NaN,NaN
WBGene00000019,NaN,1,NaN,NaN,NaN
WBGene00000020,1,NaN,NaN,NaN,1
WBGene00000022,1,NaN,NaN,NaN,NaN
WBGene00000023,1,NaN,NaN,NaN,NaN
WBGene00000037,1,NaN,NaN,NaN,NaN
WBGene00000038,NaN,1,NaN,NaN,NaN
WBGene00000039,1,NaN,NaN,NaN,NaN
WBGene00000040,1,NaN,NaN,NaN,NaN
WBGene00000041,1,NaN,NaN,NaN,NaN
WBGene00000045,1,NaN,NaN,NaN,NaN
WBGene00000046,1,NaN,NaN,NaN,NaN
WBGene00000048,1,NaN,NaN,NaN,NaN
WBGene00000050,1,NaN,NaN,NaN,NaN
WBGene00000051,1,NaN,NaN,NaN,NaN
WBGene00000054,1,NaN,NaN,NaN,NaN
WBGene00000055,1,NaN,NaN,NaN,NaN
WBGene00000059,1,NaN,NaN,NaN,NaN
WBGene00000062,1,NaN,NaN,NaN,NaN
WBGene00000063,1,NaN,NaN,NaN,NaN
WBGene00000064,1,NaN,NaN,NaN,NaN
WBGene00000065,1,NaN,NaN,NaN,NaN
WBGene00000066,1,NaN,NaN,NaN,NaN
WBGene00000068,1,NaN,NaN,NaN,NaN
WBGene00000069,1,NaN,NaN,NaN,NaN
WBGene00000070,1,NaN,NaN,NaN,NaN
WBGene00000071,1,NaN,NaN,NaN,NaN
WBGene00000072,1,NaN,NaN,NaN,NaN
WBGene00000073,1,NaN,NaN,NaN,NaN
WBGene00000074,1,NaN,NaN,NaN,NaN
WBGene00000079,1,NaN,NaN,NaN,NaN
WBGene00000080,1,NaN,NaN,NaN,NaN
WBGene00000081,1,NaN,NaN,NaN,NaN
WBGene00000083,1,NaN,NaN,NaN,NaN
WBGene00000084,1,NaN,NaN,NaN,NaN
WBGene00000086,1,NaN,NaN,NaN,NaN
WBGene00000089,1,NaN,NaN,NaN,NaN
WBGene00000090,1,NaN,NaN,NaN,NaN
WBGene00000092,1,NaN,NaN,NaN,NaN
WBGene00000093,NaN,1,NaN,NaN,NaN
WBGene00000094,NaN,1,NaN,NaN,NaN
WBGene00000097,1,NaN,NaN,NaN,NaN
WBGene00000098,1,NaN,NaN,NaN,NaN
WBGene00000099,1,NaN,NaN,NaN,NaN
WBGene00000100,1,NaN,NaN,NaN,NaN
WBGene00000101,1,NaN,NaN,NaN,NaN
WBGene00000102,1,NaN,NaN,NaN,NaN
WBGene00000103,1,NaN,NaN,NaN,NaN
WBGene00000105,1,NaN,NaN,NaN,NaN
WBGene00000106,1,NaN,NaN,NaN,NaN
WBGene00000107,1,NaN,NaN,NaN,NaN
